public_metrics,edit_history_tweet_ids,text,created_at,id,referenced_tweets,entities,attachments,like_count,retweet_count
"{'retweet_count': 6, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1785434207885337046'],"RT @bio_xyz: Congratulations to @Cerebrum_DAO for the second most successful bioDAO community genesis since @vita_dao

Raising $1.3m while…",2024-04-30 22:21:01+00:00,1785434207885337046,"[{'type': 'retweeted', 'id': '1785425535616631286'}]","{'mentions': [{'start': 3, 'end': 11, 'username': 'bio_xyz', 'id': '1809479828812492800'}, {'start': 32, 'end': 45, 'username': 'Cerebrum_DAO', 'id': '1448253975980126209'}, {'start': 108, 'end': 117, 'username': 'vita_dao', 'id': '1361314891425067009'}], 'annotations': [{'start': 77, 'end': 82, 'probability': 0.644, 'type': 'Other', 'normalized_text': 'bioDAO'}]}",,0,6
"{'retweet_count': 11, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1785402494140465169'],"RT @bio_xyz: It's ridiculous to expect that scientists should spend most of their time on grant applications rather than research 🔬

This i…",2024-04-30 20:15:00+00:00,1785402494140465169,"[{'type': 'retweeted', 'id': '1784968391587213728'}]","{'mentions': [{'start': 3, 'end': 11, 'username': 'bio_xyz', 'id': '1809479828812492800'}]}",,0,11
"{'retweet_count': 11, 'reply_count': 10, 'like_count': 54, 'quote_count': 2, 'bookmark_count': 4, 'impression_count': 2403}",['1785312443591209411'],"NEURON Public Sale Ended! 🧠

Over $1.3 million was raised (435+ ETH) before settlement. This is a massive milestone in #DeSci and it's only thanks to everyone in the community who made it happen.

More information: https://t.co/IPbvpZWkFf https://t.co/iVXGe5NyNu",2024-04-30 14:17:10+00:00,1785312443591209411,,"{'annotations': [{'start': 0, 'end': 5, 'probability': 0.5267, 'type': 'Other', 'normalized_text': 'NEURON'}, {'start': 120, 'end': 124, 'probability': 0.4182, 'type': 'Place', 'normalized_text': 'DeSci'}], 'hashtags': [{'start': 119, 'end': 125, 'tag': 'DeSci'}], 'urls': [{'start': 215, 'end': 238, 'url': 'https://t.co/IPbvpZWkFf', 'expanded_url': 'https://launchpad.bio.xyz/auctions/557', 'display_url': 'launchpad.bio.xyz/auctions/557', 'status': 404, 'unwound_url': 'https://auctions.bio.xyz/auctions/557'}, {'start': 239, 'end': 262, 'url': 'https://t.co/iVXGe5NyNu', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1785312443591209411/photo/1', 'display_url': 'pic.x.com/iVXGe5NyNu', 'media_key': '3_1785312301270114304'}]}",{'media_keys': ['3_1785312301270114304']},54,11
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 9, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 733}",['1785283562486329635'],"Last 30 minutes left on the auction and we are still ramping, the community really wants to be part of the sale!

We appreciate everyone that is relentlessly pushing #DeSci forward and supporting Cerebrum DAO 🧠 https://t.co/qbUhwOAzmr",2024-04-30 12:22:24+00:00,1785283562486329635,,"{'annotations': [{'start': 167, 'end': 171, 'probability': 0.5329, 'type': 'Other', 'normalized_text': 'DeSci'}, {'start': 196, 'end': 203, 'probability': 0.7653, 'type': 'Other', 'normalized_text': 'Cerebrum'}], 'hashtags': [{'start': 166, 'end': 172, 'tag': 'DeSci'}], 'urls': [{'start': 211, 'end': 234, 'url': 'https://t.co/qbUhwOAzmr', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1785283562486329635/photo/1', 'display_url': 'pic.x.com/qbUhwOAzmr', 'media_key': '3_1785283238342074368'}]}",{'media_keys': ['3_1785283238342074368']},9,1
"{'retweet_count': 8, 'reply_count': 4, 'like_count': 55, 'quote_count': 2, 'bookmark_count': 0, 'impression_count': 2506}",['1785272738526957831'],"We cleared $1 million before ETH price went down 🚀

#DeSci community coming together to combat neurodegenerative diseases with Cerebrum DAO. https://t.co/ln78ZBoZsR",2024-04-30 11:39:24+00:00,1785272738526957831,,"{'annotations': [{'start': 29, 'end': 31, 'probability': 0.7504, 'type': 'Other', 'normalized_text': 'ETH'}, {'start': 53, 'end': 57, 'probability': 0.5088, 'type': 'Other', 'normalized_text': 'DeSci'}, {'start': 127, 'end': 138, 'probability': 0.8532, 'type': 'Other', 'normalized_text': 'Cerebrum DAO'}], 'hashtags': [{'start': 52, 'end': 58, 'tag': 'DeSci'}], 'urls': [{'start': 141, 'end': 164, 'url': 'https://t.co/ln78ZBoZsR', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1785272738526957831/photo/1', 'display_url': 'pic.x.com/ln78ZBoZsR', 'media_key': '3_1785272594008035328'}]}",{'media_keys': ['3_1785272594008035328']},55,8
"{'retweet_count': 5, 'reply_count': 2, 'like_count': 27, 'quote_count': 3, 'bookmark_count': 1, 'impression_count': 3118}",['1785217337131426135'],"As we head towards the last hours of the auction, we'd like to thank everyone who believes in Cerebrum DAO's mission. With your support, we managed to exceed expectations!

The sale is just a stepping stone towards the next steps and achievements. Brains helping brains 🧠 #DeSci https://t.co/MNfuJy1jUG",2024-04-30 07:59:15+00:00,1785217337131426135,,"{'annotations': [{'start': 94, 'end': 105, 'probability': 0.8738, 'type': 'Other', 'normalized_text': 'Cerebrum DAO'}, {'start': 273, 'end': 277, 'probability': 0.5709, 'type': 'Other', 'normalized_text': 'DeSci'}], 'hashtags': [{'start': 272, 'end': 278, 'tag': 'DeSci'}], 'urls': [{'start': 279, 'end': 302, 'url': 'https://t.co/MNfuJy1jUG', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1785217337131426135/photo/1', 'display_url': 'pic.x.com/MNfuJy1jUG', 'media_key': '3_1785214921531109376'}]}",{'media_keys': ['3_1785214921531109376']},27,5
"{'retweet_count': 11, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1785214422878716291'],RT @paulkhls: When I first met @bmagierski I could feel he would relentlessly build towards a vision for open neuroscience and brain health…,2024-04-30 07:47:40+00:00,1785214422878716291,"[{'type': 'retweeted', 'id': '1785161141586395174'}]","{'mentions': [{'start': 3, 'end': 12, 'username': 'paulkhls', 'id': '4811642364'}, {'start': 31, 'end': 42, 'username': 'bmagierski', 'id': '6492452'}]}",,0,11
"{'retweet_count': 6, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1785214366431769020'],"RT @melnykowycz: Good morning #DeSci, last day (and hours) of the $NEURON token auction, @Cerebrum_DAO is just under double the original fu…",2024-04-30 07:47:27+00:00,1785214366431769020,"[{'type': 'retweeted', 'id': '1785209459461009734'}]","{'mentions': [{'start': 3, 'end': 15, 'username': 'melnykowycz', 'id': '16837215'}, {'start': 89, 'end': 102, 'username': 'Cerebrum_DAO', 'id': '1448253975980126209'}], 'cashtags': [{'start': 66, 'end': 73, 'tag': 'NEURON'}], 'annotations': [{'start': 31, 'end': 35, 'probability': 0.4883, 'type': 'Other', 'normalized_text': 'DeSci'}, {'start': 67, 'end': 72, 'probability': 0.6628, 'type': 'Other', 'normalized_text': 'NEURON'}], 'hashtags': [{'start': 30, 'end': 36, 'tag': 'DeSci'}]}",,0,6
"{'retweet_count': 5, 'reply_count': 2, 'like_count': 18, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 945}",['1784955119898866119'],"Less than 24 hours remaining on the public sale auction of NEURON on @bio_xyz launchpad.

This is your last chance to take part in the public sale through https://t.co/IPbvpZWkFf

We are excited about the future of #DeSci with the whole community coming together! 🧠 https://t.co/Aq24D860cv",2024-04-29 14:37:18+00:00,1784955119898866119,,"{'mentions': [{'start': 69, 'end': 77, 'username': 'bio_xyz', 'id': '1809479828812492800'}], 'annotations': [{'start': 59, 'end': 64, 'probability': 0.8498, 'type': 'Other', 'normalized_text': 'NEURON'}, {'start': 216, 'end': 220, 'probability': 0.5811, 'type': 'Other', 'normalized_text': 'DeSci'}], 'hashtags': [{'start': 215, 'end': 221, 'tag': 'DeSci'}], 'urls': [{'start': 155, 'end': 178, 'url': 'https://t.co/IPbvpZWkFf', 'expanded_url': 'https://launchpad.bio.xyz/auctions/557', 'display_url': 'launchpad.bio.xyz/auctions/557', 'status': 404, 'unwound_url': 'https://auctions.bio.xyz/auctions/557'}, {'start': 266, 'end': 289, 'url': 'https://t.co/Aq24D860cv', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1784955119898866119/photo/1', 'display_url': 'pic.x.com/Aq24D860cv', 'media_key': '3_1784955060553723904'}]}",{'media_keys': ['3_1784955060553723904']},18,5
"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 38}",['1784954234498171191'],@gelomaulion1129 @AMelhede Less than 24 hours remaining on the public sale auction here - https://t.co/IPbvpZWkFf,2024-04-29 14:33:47+00:00,1784954234498171191,"[{'type': 'replied_to', 'id': '1784953427468198382'}]","{'mentions': [{'start': 0, 'end': 16, 'username': 'gelomaulion1129', 'id': '1687102827553021953'}, {'start': 17, 'end': 26, 'username': 'AMelhede', 'id': '1403991186248028160'}], 'urls': [{'start': 90, 'end': 113, 'url': 'https://t.co/IPbvpZWkFf', 'expanded_url': 'https://launchpad.bio.xyz/auctions/557', 'display_url': 'launchpad.bio.xyz/auctions/557', 'status': 404, 'unwound_url': 'https://auctions.bio.xyz/auctions/557'}]}",,1,1
"{'retweet_count': 10, 'reply_count': 9, 'like_count': 40, 'quote_count': 1, 'bookmark_count': 3, 'impression_count': 4697}",['1784952535402291231'],"Check out the latest blog post by @bio_xyz about ""Using Decentralization to Solve the Rapid Increase in Neurodegenerative Diseases"" featuring Cerebrum DAO 🧠

Special thanks to @melnykowycz for contributing to the article and the DAO.

Read article: https://t.co/S05mYAe7BD",2024-04-29 14:27:01+00:00,1784952535402291231,,"{'mentions': [{'start': 34, 'end': 42, 'username': 'bio_xyz', 'id': '1809479828812492800'}, {'start': 176, 'end': 188, 'username': 'melnykowycz', 'id': '16837215'}], 'annotations': [{'start': 76, 'end': 80, 'probability': 0.5012, 'type': 'Other', 'normalized_text': 'Solve'}, {'start': 86, 'end': 129, 'probability': 0.6723, 'type': 'Other', 'normalized_text': 'Rapid Increase in Neurodegenerative Diseases'}, {'start': 142, 'end': 153, 'probability': 0.7957, 'type': 'Other', 'normalized_text': 'Cerebrum DAO'}, {'start': 229, 'end': 231, 'probability': 0.4687, 'type': 'Other', 'normalized_text': 'DAO'}], 'urls': [{'start': 249, 'end': 272, 'url': 'https://t.co/S05mYAe7BD', 'expanded_url': 'https://www.bio.xyz/blog-posts/bringing-neuroscience-onchain-with-cerebrum-dao', 'display_url': 'bio.xyz/blog-posts/bri…', 'status': 200, 'unwound_url': 'https://www.bio.xyz/blog-posts/bringing-neuroscience-onchain-with-cerebrum-dao'}]}",,40,10
"{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1784951295201227106'],"RT @bio_xyz: With just over 24 hours left on the @Cerebrum_DAO NEURON sale, we thought we'd tell you a little bit about why we believe in t…",2024-04-29 14:22:06+00:00,1784951295201227106,"[{'type': 'retweeted', 'id': '1784915758696337537'}]","{'mentions': [{'start': 3, 'end': 11, 'username': 'bio_xyz', 'id': '1809479828812492800'}, {'start': 49, 'end': 62, 'username': 'Cerebrum_DAO', 'id': '1448253975980126209'}], 'annotations': [{'start': 63, 'end': 68, 'probability': 0.723, 'type': 'Other', 'normalized_text': 'NEURON'}]}",,0,7
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 10, 'quote_count': 1, 'bookmark_count': 0, 'impression_count': 750}",['1784859644164264180'],"BioXYZ platform maintenance! 🛠️

The auction will be down for a few minutes as the team at @bio_xyz  is conducting maintenance on the platform to make sure that everything is operating properly. 

Appreciate your patience, we will be up and running soon. 💜",2024-04-29 08:17:54+00:00,1784859644164264180,,"{'mentions': [{'start': 91, 'end': 99, 'username': 'bio_xyz', 'id': '1809479828812492800'}], 'annotations': [{'start': 0, 'end': 5, 'probability': 0.8545, 'type': 'Other', 'normalized_text': 'BioXYZ'}]}",,10,0
"{'retweet_count': 14, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1784836589241196658'],"RT @vita_dao: Kudos to @Cerebrum_DAO's community for reaching their funding goal! 🫡

Thrilled to see your dedication to advancing neuroscie…",2024-04-29 06:46:18+00:00,1784836589241196658,"[{'type': 'retweeted', 'id': '1784697689956909190'}]","{'mentions': [{'start': 3, 'end': 12, 'username': 'vita_dao', 'id': '1361314891425067009'}, {'start': 23, 'end': 36, 'username': 'Cerebrum_DAO', 'id': '1448253975980126209'}]}",,0,14
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 420}",['1784470645457170671'],"Note! The auction will continue running until the timer runs out, let’s keep on pushing forward and showcasing the power of #DeSci 

We are thankful to everyone supporting Neuroscience and believing in the DAO’s mission and vision! 🧠",2024-04-28 06:32:10+00:00,1784470645457170671,"[{'type': 'replied_to', 'id': '1784470024805122104'}]","{'annotations': [{'start': 125, 'end': 129, 'probability': 0.4901, 'type': 'Other', 'normalized_text': 'DeSci'}, {'start': 172, 'end': 183, 'probability': 0.4798, 'type': 'Other', 'normalized_text': 'Neuroscience'}, {'start': 206, 'end': 208, 'probability': 0.4522, 'type': 'Organization', 'normalized_text': 'DAO'}], 'hashtags': [{'start': 124, 'end': 130, 'tag': 'DeSci'}]}",,5,0
"{'retweet_count': 14, 'reply_count': 10, 'like_count': 39, 'quote_count': 4, 'bookmark_count': 1, 'impression_count': 4063}",['1784470024805122104'],"Minimum funding threshold achieved with over 48 hours remaining!

With the endless support of the whole Cerebrum DAO community we managed to reach 150 ETH. A major achievement on the @bio_xyz Launchpad. Let’s continue pushing forward #DeSci 

Brains helping Brains 🧠 https://t.co/0b4hn7quxx",2024-04-28 06:29:42+00:00,1784470024805122104,,"{'mentions': [{'start': 183, 'end': 191, 'username': 'bio_xyz', 'id': '1809479828812492800'}], 'annotations': [{'start': 104, 'end': 115, 'probability': 0.7839, 'type': 'Other', 'normalized_text': 'Cerebrum DAO'}, {'start': 235, 'end': 239, 'probability': 0.5698, 'type': 'Other', 'normalized_text': 'DeSci'}], 'hashtags': [{'start': 234, 'end': 240, 'tag': 'DeSci'}], 'urls': [{'start': 267, 'end': 290, 'url': 'https://t.co/0b4hn7quxx', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1784470024805122104/photo/1', 'display_url': 'pic.x.com/0b4hn7quxx', 'media_key': '3_1784470013987913729'}]}",{'media_keys': ['3_1784470013987913729']},39,14
"{'retweet_count': 6, 'reply_count': 0, 'like_count': 11, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 880}",['1784296375506567542'],Check out the latest interview with @bmagierski hosted by @this_investor 🧠 https://t.co/pkA79Z5jCx,2024-04-27 18:59:41+00:00,1784296375506567542,"[{'type': 'quoted', 'id': '1784268774406811842'}]","{'mentions': [{'start': 36, 'end': 47, 'username': 'bmagierski', 'id': '6492452'}, {'start': 58, 'end': 72, 'username': 'this_investor', 'id': '1685655263989129216'}], 'urls': [{'start': 75, 'end': 98, 'url': 'https://t.co/pkA79Z5jCx', 'expanded_url': 'https://twitter.com/this_investor/status/1784268774406811842', 'display_url': 'x.com/this_investor/…'}]}",,11,6
"{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1784296098309251167'],RT @bmagierski: Check out the interview. This was a fun and engaging discussion about brain health and how critical it is for healthy lifes…,2024-04-27 18:58:35+00:00,1784296098309251167,"[{'type': 'retweeted', 'id': '1784270533585932479'}]","{'mentions': [{'start': 3, 'end': 14, 'username': 'bmagierski', 'id': '6492452'}]}",,0,7
"{'retweet_count': 5, 'reply_count': 3, 'like_count': 22, 'quote_count': 1, 'bookmark_count': 3, 'impression_count': 2997}",['1784129811608187307'],"📌 BioXYZ Launchpad Updated!

Although there were a few issues stopping people from bidding, the team has been working overnight to get everything fixed. The platform is now fully operational with all the new enhancements and updates.

Thank you for your patience &amp; support. 💜 https://t.co/8QJlztTOYw",2024-04-27 07:57:49+00:00,1784129811608187307,,"{'annotations': [{'start': 2, 'end': 17, 'probability': 0.764, 'type': 'Other', 'normalized_text': 'BioXYZ Launchpad'}], 'urls': [{'start': 280, 'end': 303, 'url': 'https://t.co/8QJlztTOYw', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1784129811608187307/photo/1', 'display_url': 'pic.x.com/8QJlztTOYw', 'media_key': '3_1784129373622222849'}]}",{'media_keys': ['3_1784129373622222849']},22,5
"{'retweet_count': 13, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1783834230998675654'],"RT @bio_xyz: gm DeSci 🧠🌞

The token sale of $NEURON, the governance token of @Cerebrum_DAO, has officially started!

Check out the auction…",2024-04-26 12:23:17+00:00,1783834230998675654,"[{'type': 'retweeted', 'id': '1783829590085136642'}]","{'mentions': [{'start': 3, 'end': 11, 'username': 'bio_xyz', 'id': '1809479828812492800'}, {'start': 77, 'end': 90, 'username': 'Cerebrum_DAO', 'id': '1448253975980126209'}], 'cashtags': [{'start': 44, 'end': 51, 'tag': 'NEURON'}], 'annotations': [{'start': 45, 'end': 50, 'probability': 0.4472, 'type': 'Other', 'normalized_text': 'NEURON'}]}",,0,13
"{'retweet_count': 7, 'reply_count': 1, 'like_count': 20, 'quote_count': 4, 'bookmark_count': 2, 'impression_count': 2816}",['1783827447718539745'],"We are live! NEURON token sale has officially started.

Access Auction: https://t.co/IPbvpZWSuN

Join our Discord for any support and questions. https://t.co/j6bnzK30vB",2024-04-26 11:56:20+00:00,1783827447718539745,,"{'annotations': [{'start': 13, 'end': 18, 'probability': 0.7847, 'type': 'Other', 'normalized_text': 'NEURON'}, {'start': 106, 'end': 112, 'probability': 0.783, 'type': 'Other', 'normalized_text': 'Discord'}], 'urls': [{'start': 72, 'end': 95, 'url': 'https://t.co/IPbvpZWSuN', 'expanded_url': 'https://launchpad.bio.xyz/auctions/557', 'display_url': 'launchpad.bio.xyz/auctions/557', 'status': 200, 'unwound_url': 'https://launchpad.bio.xyz/auctions/557'}, {'start': 145, 'end': 168, 'url': 'https://t.co/j6bnzK30vB', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1783827447718539745/photo/1', 'display_url': 'pic.x.com/j6bnzK30vB', 'media_key': '3_1783827311726362624'}]}",{'media_keys': ['3_1783827311726362624']},20,7
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 18, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 768}",['1783803222328480174'],"Heads up! NEURON token sale is underway!

@bio_xyz are fixing some parameters on their launchpad, NEURON token sale will be up and running in the next few minutes.

Appreciate your patience, please stay tuned for further updates.

Join our Discord - https://t.co/qO7TYMcgSH",2024-04-26 10:20:04+00:00,1783803222328480174,,"{'mentions': [{'start': 42, 'end': 50, 'username': 'bio_xyz', 'id': '1809479828812492800'}], 'annotations': [{'start': 10, 'end': 15, 'probability': 0.803, 'type': 'Other', 'normalized_text': 'NEURON'}, {'start': 98, 'end': 103, 'probability': 0.8102, 'type': 'Other', 'normalized_text': 'NEURON'}, {'start': 240, 'end': 246, 'probability': 0.8405, 'type': 'Other', 'normalized_text': 'Discord'}], 'urls': [{'start': 250, 'end': 273, 'url': 'https://t.co/qO7TYMcgSH', 'expanded_url': 'https://discord.com/invite/pSAbaHf7Rf', 'display_url': 'discord.com/invite/pSAbaHf…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1879156874983157760/uJB4wSqF?format=jpg&name=orig', 'width': 512, 'height': 288}, {'url': 'https://pbs.twimg.com/news_img/1879156874983157760/uJB4wSqF?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Join the Cerebrum DAO Discord Server!', 'description': 'Check out the Cerebrum DAO community on Discord - hang out with 1909 other members and enjoy free voice and text chat.', 'unwound_url': 'https://discord.com/invite/pSAbaHf7Rf'}]}",,18,1
"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 42}",['1783801806654525534'],"@Flexmotion @bio_xyz They are working on fixing this, it will take few minutes. We will announce the launch soon. Stay tuned.",2024-04-26 10:14:26+00:00,1783801806654525534,"[{'type': 'replied_to', 'id': '1783800481753522318'}]","{'mentions': [{'start': 0, 'end': 11, 'username': 'Flexmotion', 'id': '21583928'}, {'start': 12, 'end': 20, 'username': 'bio_xyz', 'id': '1809479828812492800'}]}",,1,0
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 248}",['1783776293097484501'],"8/ As we gear up for the NEURON token sale, let's remember that our collective vigilance and support for one another are key to a successful and secure experience.

Together, we'll navigate through this sale and contribute to building healthier brains!",2024-04-26 08:33:03+00:00,1783776293097484501,"[{'type': 'replied_to', 'id': '1783776291176464657'}]","{'annotations': [{'start': 25, 'end': 30, 'probability': 0.8781, 'type': 'Other', 'normalized_text': 'NEURON'}]}",,1,0
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 267}",['1783776291176464657'],"7/ Community Support:

We have an auction troubleshooting channel for all concerns and issues you might have during the process. 

Do not hesitate to ask questions, seek guidance, or share your experiences as our Discord community is here to assist you throughout the process.",2024-04-26 08:33:03+00:00,1783776291176464657,"[{'type': 'replied_to', 'id': '1783776289205194866'}]","{'annotations': [{'start': 213, 'end': 219, 'probability': 0.9272, 'type': 'Other', 'normalized_text': 'Discord'}]}",,1,0
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 87}",['1783776289205194866'],"6/ Scam Alerts:

There might be impersonators of Cerebrum DAO. Ignore requests for funds directly to any address or requests for your private keys, and report suspicious accounts to admins.

Admins will never DM you indiscriminately!",2024-04-26 08:33:02+00:00,1783776289205194866,"[{'type': 'replied_to', 'id': '1783776286952866042'}]","{'annotations': [{'start': 49, 'end': 60, 'probability': 0.7629, 'type': 'Other', 'normalized_text': 'Cerebrum DAO'}]}",,0,0
"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 149}",['1783776286952866042'],"5/ Wallet Security:

Utilize a hardware wallet or a trusted software wallet like @MetaMask or @coinbase. Never share your private keys or seed phrases. Also, you can enable 2FA for added security where necessary.",2024-04-26 08:33:02+00:00,1783776286952866042,"[{'type': 'replied_to', 'id': '1783776284893397027'}]","{'mentions': [{'start': 81, 'end': 90, 'username': 'MetaMask', 'id': '3278906401'}, {'start': 94, 'end': 103, 'username': 'coinbase', 'id': '574032254'}], 'annotations': [{'start': 3, 'end': 8, 'probability': 0.5168, 'type': 'Other', 'normalized_text': 'Wallet'}, {'start': 173, 'end': 175, 'probability': 0.4651, 'type': 'Other', 'normalized_text': '2FA'}]}",,2,0
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 126}",['1783776284893397027'],"4/ KYC Process:

KYC (Know Your Customer) is mandatory for bids above CHF 1,000. Pre-KYC is open and you can verify in advance to avoid a last-minute rush and follow the steps here: @bio_xyz Launchpad: https://t.co/HzyAzs7bZq",2024-04-26 08:33:01+00:00,1783776284893397027,"[{'type': 'replied_to', 'id': '1783776282804625610'}]","{'mentions': [{'start': 182, 'end': 190, 'username': 'bio_xyz', 'id': '1809479828812492800'}], 'annotations': [{'start': 3, 'end': 5, 'probability': 0.3826, 'type': 'Organization', 'normalized_text': 'KYC'}, {'start': 17, 'end': 19, 'probability': 0.4587, 'type': 'Organization', 'normalized_text': 'KYC'}, {'start': 85, 'end': 87, 'probability': 0.3643, 'type': 'Other', 'normalized_text': 'KYC'}], 'urls': [{'start': 202, 'end': 225, 'url': 'https://t.co/HzyAzs7bZq', 'expanded_url': 'https://www.bio.xyz/launchpad', 'display_url': 'bio.xyz/launchpad', 'status': 200, 'unwound_url': 'https://www.bio.xyz/launchpad'}]}",,1,0
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 96}",['1783776282804625610'],"3/ Verify Official Announcements:

Trust information “solely” from official Cerebrum DAO channels like the Website, Twitter, and Discord. Beware of fake accounts and phishing attempts.

Cerebrum DAO's official Discord server: https://t.co/qO7TYMcgSH",2024-04-26 08:33:01+00:00,1783776282804625610,"[{'type': 'replied_to', 'id': '1783776280707563902'}]","{'annotations': [{'start': 76, 'end': 87, 'probability': 0.6695, 'type': 'Other', 'normalized_text': 'Cerebrum DAO'}, {'start': 116, 'end': 122, 'probability': 0.9586, 'type': 'Other', 'normalized_text': 'Twitter'}, {'start': 129, 'end': 135, 'probability': 0.8722, 'type': 'Other', 'normalized_text': 'Discord'}, {'start': 186, 'end': 197, 'probability': 0.6539, 'type': 'Other', 'normalized_text': 'Cerebrum DAO'}, {'start': 210, 'end': 216, 'probability': 0.7437, 'type': 'Other', 'normalized_text': 'Discord'}], 'urls': [{'start': 226, 'end': 249, 'url': 'https://t.co/qO7TYMcgSH', 'expanded_url': 'https://discord.com/invite/pSAbaHf7Rf', 'display_url': 'discord.com/invite/pSAbaHf…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1879156874983157760/uJB4wSqF?format=jpg&name=orig', 'width': 512, 'height': 288}, {'url': 'https://pbs.twimg.com/news_img/1879156874983157760/uJB4wSqF?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Join the Cerebrum DAO Discord Server!', 'description': 'Check out the Cerebrum DAO community on Discord - hang out with 1909 other members and enjoy free voice and text chat.', 'unwound_url': 'https://discord.com/invite/pSAbaHf7Rf'}]}",,2,0
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 103}",['1783776280707563902'],"2/ Cerebrum DAO has only one website:

All the information about Cerebrum DAO is on the official website.

To stay updated, visit our official website: https://t.co/i5K5FaJHBZ",2024-04-26 08:33:00+00:00,1783776280707563902,"[{'type': 'replied_to', 'id': '1783776278769783085'}]","{'annotations': [{'start': 3, 'end': 14, 'probability': 0.821, 'type': 'Other', 'normalized_text': 'Cerebrum DAO'}, {'start': 65, 'end': 76, 'probability': 0.9017, 'type': 'Other', 'normalized_text': 'Cerebrum DAO'}], 'urls': [{'start': 152, 'end': 175, 'url': 'https://t.co/i5K5FaJHBZ', 'expanded_url': 'https://www.cerebrumdao.com/', 'display_url': 'cerebrumdao.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1890050918265315328/G6UGJNwP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1890050918265315328/G6UGJNwP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Cerebrum DAO - Brains helping brains', 'description': 'A community-powered network organization that sources, funds, and translates neuroscience research to accelerate solutions that extend healthy brain lifespan.', 'unwound_url': 'https://www.cerebrumdao.com/'}]}",,2,0
